function,version,total_reachable_lines,total_covered_lines,total_coverage_pct,func_reachable_lines,func_covered_lines,func_coverage_pct,reported_errors,error_categories
core_json.c:nextValue,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:nextValue,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:nextValue,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:nextValue,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:nextValue,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:nextValue,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:nextValue,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:nextValue,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:shortestUTF8,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:shortestUTF8,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:shortestUTF8,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:shortestUTF8,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:shortestUTF8,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:shortestUTF8,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:shortestUTF8,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:shortestUTF8,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:shortestUTF8,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyLiteral,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyLiteral,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyLiteral,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyLiteral,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyLiteral,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyLiteral,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyLiteral,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyLiteral,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyLiteral,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyScalar,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyScalar,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyScalar,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyScalar,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyScalar,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyScalar,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyScalar,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyScalar,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipAnyScalar,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipArrayScalars,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipArrayScalars,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipArrayScalars,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipArrayScalars,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipArrayScalars,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipArrayScalars,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipArrayScalars,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipArrayScalars,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipArrayScalars,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipCollection,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipCollection,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipCollection,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipCollection,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipCollection,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipCollection,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipCollection,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipCollection,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipCollection,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDecimals,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDecimals,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDecimals,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDecimals,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDecimals,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDecimals,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDecimals,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDecimals,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDecimals,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDigits,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDigits,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDigits,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDigits,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDigits,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDigits,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDigits,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDigits,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipDigits,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipEscape,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipEscape,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipEscape,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipEscape,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipEscape,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipEscape,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipEscape,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipEscape,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipEscape,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipExponent,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipExponent,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipExponent,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipExponent,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipExponent,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipExponent,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipExponent,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipExponent,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipExponent,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipHexEscape,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipHexEscape,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipHexEscape,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipHexEscape,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipHexEscape,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipHexEscape,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipHexEscape,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipHexEscape,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipHexEscape,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipLiteral,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipLiteral,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipLiteral,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipLiteral,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipLiteral,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipLiteral,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipLiteral,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipLiteral,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipLiteral,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipNumber,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipNumber,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipNumber,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipNumber,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipNumber,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipNumber,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipNumber,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipNumber,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipNumber,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipObjectScalars,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipObjectScalars,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipObjectScalars,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipObjectScalars,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipObjectScalars,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipObjectScalars,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipObjectScalars,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipObjectScalars,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipObjectScalars,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipOneHexEscape,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipOneHexEscape,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipOneHexEscape,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipOneHexEscape,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipOneHexEscape,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipOneHexEscape,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipOneHexEscape,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipOneHexEscape,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipOneHexEscape,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipQueryPart,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipQueryPart,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipQueryPart,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipQueryPart,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipQueryPart,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipQueryPart,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipQueryPart,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipQueryPart,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipQueryPart,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipScalars,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipScalars,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipScalars,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipScalars,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipScalars,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipScalars,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipScalars,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipScalars,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipScalars,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpace,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpace,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpace,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpace,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpace,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpace,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpace,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpace,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpace,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpaceAndComma,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpaceAndComma,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpaceAndComma,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpaceAndComma,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpaceAndComma,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpaceAndComma,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpaceAndComma,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpaceAndComma,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipSpaceAndComma,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipString,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipString,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipString,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipString,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipString,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipString,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipString,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipString,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipString,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8MultiByte,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8MultiByte,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8MultiByte,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8MultiByte,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8MultiByte,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8MultiByte,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8MultiByte,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8MultiByte,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:skipUTF8MultiByte,9,0,0,0.0,0,0,0.0,0,[]
core_json.c:strnEq,1,0,0,0.0,0,0,0.0,0,[]
core_json.c:strnEq,2,0,0,0.0,0,0,0.0,0,[]
core_json.c:strnEq,3,0,0,0.0,0,0,0.0,0,[]
core_json.c:strnEq,4,0,0,0.0,0,0,0.0,0,[]
core_json.c:strnEq,5,0,0,0.0,0,0,0.0,0,[]
core_json.c:strnEq,6,0,0,0.0,0,0,0.0,0,[]
core_json.c:strnEq,7,0,0,0.0,0,0,0.0,0,[]
core_json.c:strnEq,8,0,0,0.0,0,0,0.0,0,[]
core_json.c:strnEq,9,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:for,1,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:for,2,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:for,3,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:for,4,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:for,5,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:for,6,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:for,7,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:for,8,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:for,9,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:if,1,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:if,2,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:if,3,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:if,4,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:if,5,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:if,6,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:if,7,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:if,8,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:if,9,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:switch,1,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:switch,2,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:switch,3,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:switch,4,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:switch,5,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:switch,6,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:switch,7,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:switch,8,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:switch,9,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:while,1,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:while,2,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:while,3,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:while,4,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:while,5,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:while,6,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:while,7,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:while,8,0,0,0.0,0,0,0.0,0,[]
pattern:core_json.c:while,9,0,0,0.0,0,0,0.0,0,[]
